Title,Service_Request_Count,Percentage
VWITS_printer installation congo -,1,0.0
"VWITS_printer installation, GGN",1,0.0
"VWITS_printer installation, ggn",1,0.0
VWITS_printer installation-,1,0.0
VWITS_printer not configuration,1,0.0
VWGDS-Additional space allocation to finance folder.,1,0.0
VWITS_printer not install,1,0.0
VWITS_printer setup,1,0.0
VWITS_profile name on MS-Team and MS-Outlook are still showing old name,1,0.0
VWITS_provide JIRA access,1,0.0
VWITS_provide a headset,1,0.0
VWITS_provide access for the below mentioned Kira resource VWAG_SERVICECENTER_USER,1,0.0
VWITS_provide access of KIRA Resource,1,0.0
VWITS_provide access to the \\\\vwvircsfs\\Finance_5001,1,0.0
VWITS_provide colour printer access to my system,1,0.0
VWITS_provide the Admin right in new laptop,1,0.0
VWITS_provide the mentioned access,1,0.0
VWITS_purchase of car,1,0.0
VWITS_python 3.7  installation for project,1,0.0
VWITS_python and VS code installation -,1,0.0
VWITS_python and pip versions downgraded to 3.11,1,0.0
"VWGDS-Extend the share size by 30 GB, make it total 50GB.",1,0.0
VWITS_python installation 3.11,1,0.0
VWITS_raised a software requisition form for Citrix software REQ11272437,1,0.0
"VWITS_received email \""Suspected Security Violation\"" and asked to uninstall unwanted software from ID desk.",1,0.0
VWITS_recently joined the organization and want to avail the JIRA project access for project VWITS,1,0.0
VWITS_reinstall windows in my HP elitebook. I have took backup of the my files and its ready to install,1,0.0
VWITS_related to higer study program information,1,0.0
VWITS_remote acess VWVITHCPUA307,1,0.0
VWITS_remove the Trellix DLP incident manager access,1,0.0
VWITS_repair Excel istallation,1,0.0
VWITS_request admin rights on new laptop,1,0.0
VWITS_request for  hp wired mouse,1,0.0
VWITS_request for Guest WIFI,1,0.0
VWITS_request for access to V:VWAG_NBHB_USER - ECROUDI,1,0.0
VWITS_request for costing estimation with SAM team,1,0.0
VWGDS-Guest Wi-Fi access for MAN guests and board room support,1,0.0
VWITS_request for the Ivanti Velocity browser and SOTI Surf browser for application testing,1,0.0
VWITS_request for virtual smart card,1,0.0
VWITS_request the access to JFrog,1,0.0
VWITS_request the installation of the software,1,0.0
VWITS_requested Salesforce CLI software but it is not installed and on my.serve it is showing completed. RITM15386835,1,0.0
VWITS_requesting for access to Jira for our Project RPA Digital Products.,1,0.0
VWITS_requesting to Re-install operating system on my system due to slowness,1,0.0
VWITS_requesting to install SAP LOGIN,1,0.0
VWITS_require DevStack access.,1,0.0
VWITS_require KIRA roles access,1,0.0
VWITS_require VWITS Jira Access for self,1,0.0
VWITS_require Virtual Smart card access,1,0.0
VWGDS-Guest wifi access for the Scania guests.,1,0.0
VWGDS-Increase the email sending limit for few participants.,1,0.0
VWITS_require admin access enable for user's machine,1,0.0
VWITS_require administrative privileges on machine,1,0.0
VWITS_require assistance by providing us the admin rights.,1,0.0
VWITS_require git credentials for push/pull code to bitbucket,1,0.0
VWITS_require to connect printer in mentioned port 5th floor,1,0.0
VWITS_required Cocoa Devstack software to access the link https://devstack.vwgroup.com/jira/projects/PWRCOIT/issues,1,0.0
VWITS_required HDMI cable,1,0.0
VWITS_required KIRA resource Access.,1,0.0
VWITS_required Manage engine Endpoint central 11 install in my pc,1,0.0
VWITS_required printer access,1,0.0
VWITS_required self service portal,1,0.0
VWITS_required temporary admin access for install software on system,1,0.0
VWITS_requirement of HDMI cable,1,0.0
VWITS_requires a minimum Windows PowerShell version of '7.2',1,0.0
VWITS_revoke access to shared folder : \\\\vwvircsfs\\Delivery_PDIV\\KSRM Projects for user,1,0.0
VWITS_sap sandbox accesss,1,0.0
VWITS_self service portal,1,0.0
VWITS_self service portal for my laptop,1,0.0
VWITS_self service portal installation,1,0.0
VWITS_self service portal is not enabled,1,0.0
VWITS_self service to install the software,1,0.0
VWITS_service center form to raise SC3 tickets,1,0.0
VWITS_shared folder access \\\\vwvircsfs\\Finance_5001 and RPA folder access \\\\vwvircsfs\\5001_RPA_Finance,1,0.0
VWITS_signature PIN blocked,1,0.0
VWITS_sim card,1,0.0
VWITS_slack installation,1,0.0
VWGDS-Jira and Confluence Access,1,0.0
"VWITS_slow loading of JIRA, Confluence and bitbucket at hudson building on 7th floor",1,0.0
"VWITS_smart card installation, ggn",1,0.0
VWGDS-Need owner for the following DL,1,0.0
VWITS_software installation tool is not installed on my laptop .. hostname VWVITHLPUB6339,1,0.0
VWITS_software uninstall,1,0.0
VWITS_some time headphone and mouse is not working . can you check please,1,0.0
VWITS_sourcing system (N1Q Sourcing) is not working,1,0.0
VWITS_speaker is not working,1,0.0
VWITS_success factor credentials not received,1,0.0
VWITS_successfactors password  is forgotten,1,0.0
VWITS_svn installation,1,0.0
VWITS_system automatically shut down while working.,1,0.0
VWITS_system performance issue past few months,1,0.0
VWITS_team recording needs to enable but request closed,1,0.0
VWITS_teams,1,0.0
VWITS_teams and outlook not working,1,0.0
VWITS_teams meeting option access,1,0.0
"VWITS_teams outlook is not working-User id-EBVWIF0,Name-Navanshu Dahikar",1,0.0
VWITS_teams record access,1,0.0
"VWITS_the Career opportunity page, search option page is displayed",1,0.0
VWITS_the printer is showing card not found error,1,0.0
VWITS_there is townhall at 2 pm need IT support,1,0.0
VWITS_think cell access,1,0.0
VWITS_think-cell 10.0 Uninstallation.,1,0.0
VWGDS-Need to install and configure KSRM success factor on company iphone.,1,0.0
"VWGDS-Need to offboard VWITS R: Ganges, FLR9: ITS Board Room <flr9.its.board.room.vwits.r.ganges@volkswagen.co.in>",1,0.0
VWITS_think-cell 12.0 Uninstalltion,1,0.0
VWGDS-Need to register MTR device,1,0.0
VWITS_ticket for getting the BO access,1,0.0
VWITS_timeout server error for vwt in eclipse,1,0.0
"VWITS_to download citrix receiver,",1,0.0
VWITS_to get the alerts based on content used in documents/files rather then based on data classification,1,0.0
"VWITS_to request access to the following 4 services in the KIRA of Volkswagen Corporate Directory system,",1,0.0
VWITS_tower machine is restarted automatically. But there is no one to enter the bit locker password. Kindly assist.,1,0.0
VWITS_transfer my MAC book to one of my colleagues,1,0.0
VWITS_unable to access https://myits.apac.vwg/SitePages/Policies-and-Guidelines.aspx,1,0.0
"VWITS_unable to access pfn urls from Wifi \""VW-GROUP\""",1,0.0
"VWITS_unable to access some client websites, which have SSO enabled",1,0.0
VWITS_unable to access teams,1,0.0
VWITS_unable to access the azure cli via command prompt,1,0.0
VWITS_unable to access this link on one connect https://myits.apac.vwg/SitePages/Policies-and-Guidelines.aspx,1,0.0
"VWITS_unable to activate virtual card. getting error \""Failed to activate profile\""",1,0.0
VWITS_unable to approve or decline leave request for my team member of SF.,1,0.0
"VWITS_unable to connect VPN its is giving error \""Site not responding\""",1,0.0
"VWITS_unable to connect VPN, it is giving me \""Site not responding\"" error again and again",1,0.0
VWITS_unable to connect barcode click share in meeting room,1,0.0
VWITS_unable to connect to github from pycharm or intellij development tools  uisng token from office network,1,0.0
VWITS_unable to connect to the AWS Bastion host,1,0.0
VWITS_unable to connect to the citrix environment of scania,1,0.0
VWITS_unable to create Virtual SmartCard in new laptop.,1,0.0
VWITS_unable to install Go.,1,0.0
VWITS_unable to launch any application after restarting the PC,1,0.0
VWITS_unable to login SF with same credentials,1,0.0
VWITS_unable to login in SAP via SNC,1,0.0
"VWITS_unable to login to office 365,",1,0.0
VWITS_unable to open encrypted emails,1,0.0
VWITS_unable to run the Queries at Dbeaver and Please help me once,1,0.0
VWITS_unable to save file in drive,1,0.0
VWITS_unable to see any applications in self service.,1,0.0
VWITS_unable to see the applications in the Zoho ManageEngine,1,0.0
VWITS_unable to send and receive mail due to memory showing full.,1,0.0
VWITS_unable to use citrix software,1,0.0
VWITS_uninstall and reinstall VirtualBox,1,0.0
VWITS_uninstall citrix,1,0.0
VWITS_uninstall the Npcap 1 OEM software,1,0.0
VWITS_update Microsoft Visual Studio Code to latest version.,1,0.0
VWITS_update citrix software on my laptop,1,0.0
VWITS_update golang version to 1.24.4 as mail received IMPORTANT SECURITY ADVISORY* Golang - Go Priority 2,1,0.0
VWITS_update some paths into environment variables,1,0.0
VWITS_update system variable configuration,1,0.0
VWITS_update the host file as per Scania requirements with below details,1,0.0
VWITS_upgrade node from 20 to 22,1,0.0
VWITS_v.\tVWITS_VWAG_COCOA_RDR (for LSO) resource access S0K6YCX VWAG_COCOA_RDR (for LSO),1,0.0
VWITS_virrtual card configuration,1,0.0
VWITS_virtual card,1,0.0
VWITS_virtual card access,1,0.0
VWITS_virtual card config,1,0.0
VWITS_virtual card install on my system,1,0.0
VWITS_virtual card installation,1,0.0
VWITS_virtual smart card configuration,1,0.0
VWITS_virtual smart card request,1,0.0
VWITS_visual studio professional 2022 edition and its showing that license is expired,1,0.0
VWITS_vmware horizon client,1,0.0
VWITS_vmware horizon client need to install on my laptop and manageengine is not visible,1,0.0
VWITS_vpn card issue for home wifi,1,0.0
VWGDS-New Lenovo ThinkPad X13 2-in-1 Gen 5  configuration,1,0.0
VWITS_vw-group wifi doesn't allow azure cloud API and basic docker images pulls.,1,0.0
VWITS_want access for manage engine. and want to install notepad++ application in system.,1,0.0
VWGDS-New Lenovo ThinkPad X13 2-in-1 Gen 5 configuration.,1,0.0
VWITS_want admin access for new laptop,1,0.0
VWITS_want all the bellow access in VCD(Kira Resources),1,0.0
VWITS_want application updated version,1,0.0
VWGDS-New New Lenovo ThinkPad X13 2-in-1 Gen 5 configuration,1,0.0
VWITS_want notepad++ to be install,1,0.0
VWITS_want return Dell Moniter,1,0.0
VWITS_want to add one more date format like DD.MM.YYYY in system,1,0.0
VWITS_want to change my outlook profile image,1,0.0
VWITS_want to configure self-service portal an Endpoint Central's agent tray,1,0.0
VWITS_want to do Mac Binding for the system,1,0.0
VWITS_want to edit the environment variables for python app in laptop,1,0.0
VWITS_want to install ORACLE 18C software,1,0.0
VWITS_want to install applications,1,0.0
VWITS_want to install few extensions on my web browser,1,0.0
VWITS_want to install manage engine in system as it is not installed or not available,1,0.0
VWITS_want to install nodejs latest version.,1,0.0
VWITS_want to install postman on system,1,0.0
VWITS_want to raise the requesting for MS team recording,1,0.0
VWITS_want to remove our custom plugin from the CAMEO application installed path. Just wanted to remove the folder.,1,0.0
VWITS_want to request creation of a devstack account and access,1,0.0
VWITS_want to transfer the group (VWITS IT License manager) ownership,1,0.0
VWITS_want to update the CONNECT-Teamcentre to latest version on hostname,1,0.0
VWITS_want to upgrade Nodejs version for security compliance,1,0.0
VWITS_wanted to add multiple peoples into the distribution mail id.( Owner - myself),1,0.0
VWITS_wanted to add outlook PST,1,0.0
VWITS_we are requesting access to a shared folder intended for storing incident evidence.,1,0.0
VWITS_we have Encountered the Vulnerability on Training machine,1,0.0
VWITS_we have any home loan related policy.,1,0.0
"VWITS_we have got a Vulnerability on Training machine savwicksmeskoko.apac.vwg (10.105.3.86), could you please mitigate It.",1,0.0
VWITS_we have got a vulnerability on the Server: -  savwicksmeskoko.apac.vwg (10.105.3.86) could you please Mitigate It,1,0.0
VWITS_we have raised my server form RITM16461605 (REQ11346149) also please find attached approval mail and add the below mentioned KIRA role to the user.   Role : VWAG_IMS_NOC_ADMIN,1,0.0
VWITS_we need access to these groups,1,0.0
"VWITS_we need access to these groups ----  \""cgm-vwits-clouddevops-sdc\"", \""cgm-vwits-developer\"" and \""cgm-vwits-user\"" for all",1,0.0
VWITS_we need ssl certificate for f5 authentication for product SVC.,1,0.0
VWITS_we need support to get the print at both the reception with one ID. please help to configure the same.,1,0.0
"VWITS_we need to record KT sessions in out ET2000 project, please install KT recording software in my laptop",1,0.0
VWITS_we need webcam for reception to run VMS system smooth. request you to provide the same.,1,0.0
VWITS_when I run my Spring boot server on local i am getting below error,1,0.0
VWITS_when i am open the process simulate/process designer software it is  lagging,1,0.0
VWGDS-New laptop configuration and Virtual smart ID configuration,1,0.0
VWITS_while applying the maternity leave in Success factor getting error,1,0.0
VWITS_wifi hardware issue,1,0.0
VWITS_window password reset require,1,0.0
"VWITS_windows account locked for user,  kindly unlock this account",1,0.0
VWITS_windows credentials reset,1,0.0
VWITS_windows password reset,1,0.0
VWITS_workbench 8.0,1,0.0
[WOB] VWITS-List of Mailboxes on premises for Region APAC companies.,1,0.0
]VWITS_REQ8285277 : VW IT Software Requisition Request,1,0.0
_BGN _New Request to IT Service Desk For IT Security Incident Reporting Form - RITM12195965,1,0.0
`VWITS_REQ11103154 : VW IT Software Requisition Request,1,0.0
cgm-vwits-clouddevops-sdc → mandatory for all newly onboarded resources,1,0.0
checVWITS_Color Print Access,1,0.0
fVWITS_New Request [REQ9726767 / RITM14464486] to IT Service Desk For IT Security Exception Reporting Form,1,0.0
haveVWITS_REQ8444790 : VW IT Software Requisition Request,1,0.0
installation of NodeJS,1,0.0
"is not working for my colleague 'Rajul Jadia' contact num: 9179714647 please try to connect with him via phone call, his laptop is not working",1,0.0
ooVWITS_Remote connection,1,0.0
per VWITS_REQ11114685 : VW IT Software Requisition Request,1,0.0
phVWITS_REQ8200093 : VW IT Software Requisition Request,1,0.0
sVWITS_REQ8927710 : VW IT Software Requisition Request,1,0.0
"WITS_needed to install \""MicrosoftPowerBIMgmt\""  tool kit",1,0.0
We need to configure some KIRA roles for the authentication,1,0.0
VWGDS-Quarterly system health check and updates,1,0.0
'VWITS - IT Asset Requisition' requester details_Apple MacBook,1,0.0
2VWITS_Need to Revoke vw-internal wifi access from the mac ids:,1,0.0
: REQ11066952 : VW IT Software Requisition Request,1,0.0
";VWITS_Hello Team, we are using Oracle Virtual Machine from that we are hosted a server and we want to access that server from our local computer. Can you please help us to do so? Thanks in advance.",1,0.0
VWGDS-REQ11046260 : VW IT Software Requisition Request,1,0.0
AM BI - GITS REPORTING - User Authorization,1,0.0
AM BI - GITS REPORTING - User authorization,1,0.0
AM BI - IT4IT REPORTING - VWITS-Aisha HPSC Chatbot Integration | Update MongoDB Data Task report,1,0.0
Authorization NOC Tool,1,0.0
Dear User This is in reference to your ticket number:RR20299997VWITS_'VWITS - IT Asset Requisition' requester details.,1,0.0
"Dear user, this is in regard to your request with reference number RR19399997. As per your request, we have installed Power BI Desktop version 2.132.1053.0 on your machine, and it is functioning properlVWITS_REQ9626204 : VW IT Software Requisition Request",1,0.0
